"grid","q10","q15","q20","q25","q30","q35","q40","q45","q50","q55","q60","q65","q70","q75","q80","q85","q90"
9000,140.574725844598,165.155017299703,131.111518542361,10.7854613641853,70.4150442589518,4.23296015708527,0.628396777253713,8.17650542394795,0.362916326606664,0.614486269954998,0.227045840992029,1.85940808025706,5.40985044284069,5.58520166463376,7.34238352638081,5.24554648068392,3.81139121122279
9100,143.545472825566,169.147190839253,134.365069582889,5.26248717938698,2.50921957103009,5.53532711611845,2.68126503076308,0.107599540172565,3.6172936783795,0.723916179393538,0.133677093490829,2.56763471932179,3.28241865559673,5.40569369586243,5.88769838878978,5.85766874406716,6.02077839904814
9200,150.095430827451,160.774904675931,137.318653840662,96.4480641119758,5.06225547907983,5.36349303214104,0.950454347771429,11.228586238229,0.223373485462048,0.162856486137375,0.013589520795425,1.21862781731742,1.82909172588731,5.9566390924666,6.43568625087993,4.79090985320049,4.44991219342859
9300,149.739236307262,169.404022264518,144.319548662746,6.16698683897972,80.8891997826459,49.3239340367405,1.00485844878569,11.9141790316358,0.118768549249792,0.119692131024949,0.00169190834294202,1.03890379970914,3.03217849240652,5.31659402100412,5.48634115873156,5.64688934831309,2.83327234684704
9400,155.910505515467,175.60666976855,145.850712612511,109.451779750571,5.85332467199091,5.81990493596984,0.152162174725965,12.618379057774,4.42052579644151,2.68027600614369,0.0159056391426637,1.06854148584528,4.08561268947508,4.31658620388638,4.85993707734216,5.01842026319209,4.82173383932343
9500,167.481363365945,181.386917975705,147.110271929537,115.819322636991,3.60650142276547,0.893033090060693,1.75924706678249,14.1548040985943,4.11369366456107,2.9639301976803,0.189114988196577,0.438059464390617,2.31760429009504,4.78927450666105,3.86780099860662,5.52491616778976,2.59396797095422
9600,171.263121958202,183.926228425892,157.370309012573,13.7434650631795,6.19398929546715,6.78993903423796,0.629343603843101,0.508966398777566,0.0395162719437954,0.397359153982833,0.19923269741762,0.353257693242945,3.4642498847867,3.80417126441953,5.32544342568177,3.4669930015394,2.52820621865267
9700,169.789656304354,187.115279707762,12.4022136491833,6.83666747044854,6.79763130348062,7.65655578322477,3.55148118158663,16.313539680295,0.0852610669058954,0.27874121602628,0.247322837255238,0.353629399561138,1.57318690910249,4.0116842929656,4.36689641496572,3.61347508112489,2.41525327992327
9800,173.02875845763,188.482583441118,159.091876502967,14.621821856113,7.1305257602356,8.35109794880487,33.5926532573683,3.9565363520951,0.0140911176219543,0.258205560693971,0.387157783862019,0.157097601010035,1.10029850637871,3.23983011807192,3.31290519250122,2.91556916188159,2.94835291664371
9900,171.245985394832,189.35242576898,165.702326463207,7.81872849951774,7.39674030357829,8.99659754845239,5.10566778257934,0.768247109566646,7.54801266479806,0.11118174938412,0.307266405890564,0.0460728630785558,2.83446865084997,3.37141618820404,3.38036357527437,1e+09,2.8722337567265
